soltu_id,pgsc_id,evalue
Soltu.DM.06G008540.1,PGSC0003DMC400040154,6e-76
Soltu.DM.12G025000.2,PGSC0003DMC400000754,0.0
Soltu.DM.03G023120.1,PGSC0003DMC400050355,1e-135
Soltu.DM.11G019930.1,PGSC0003DMC400056680,3e-31
Soltu.DM.11G016510.1,PGSC0003DMC400016306,1e-118
Soltu.DM.04G033770.1,PGSC0003DMC400014093,0.0
Soltu.DM.11G012800.1,PGSC0003DMC400068399,0.0
Soltu.DM.11G000990.1,PGSC0003DMC400023461,0.0
Soltu.DM.12G006610.1,PGSC0003DMC400016501,2e-56
Soltu.DM.09G017040.2,PGSC0003DMC400015349,0.0
Soltu.DM.02G004050.1,PGSC0003DMC400022433 Multidrug resistance pump,0.0
Soltu.DM.01G033970.1,PGSC0003DMC400000404,0.0
Soltu.DM.03G021320.2,PGSC0003DMC400001166,0.0
Soltu.DM.08G012500.1,PGSC0003DMC400037699,0.0
Soltu.DM.04G038090.2,PGSC0003DMC400017523,0.0
Soltu.DM.10G014950.3,PGSC0003DMC400044659,1e-59
Soltu.DM.11G002500.1,PGSC0003DMC400027486,3e-21
Soltu.DM.09G009230.1,PGSC0003DMC400034728,0.0
Soltu.DM.10G018680.1,PGSC0003DMC400054440,0.0
Soltu.DM.04G037990.1,PGSC0003DMC400056705,0.0
Soltu.DM.02G017010.1,PGSC0003DMC400055008,0.0
Soltu.DM.01G032780.1,,Error
Soltu.DM.12G028660.1,PGSC0003DMC400013753,0.0
Soltu.DM.01G007730.1,PGSC0003DMC400054896,0.0
Soltu.DM.01G034940.1,PGSC0003DMC400019398,0.0
Soltu.DM.11G001890.1,PGSC0003DMC400036545,0.0
Soltu.DM.02G003860.1,PGSC0003DMC400063167,0.0
Soltu.DM.11G012530.1,PGSC0003DMC400016350,0.0
Soltu.DM.07G007030.1,,Error
Soltu.DM.10G009600.1,PGSC0003DMC400029291,7e-37
Soltu.DM.12G013550.1,PGSC0003DMC400015234,1e-160
Soltu.DM.04G032960.1,PGSC0003DMC400037332,0.0
Soltu.DM.09G018680.3,PGSC0003DMC400038091,0.0
Soltu.DM.03G018150.1,PGSC0003DMC400017919,0.0
Soltu.DM.06G007090.1,,Error
Soltu.DM.01G040350.1,PGSC0003DMC400004958,0.0
Soltu.DM.11G012530.4,PGSC0003DMC400016350,0.0
Soltu.DM.09G024310.1,PGSC0003DMC400052385,0.0
Soltu.DM.07G005050.1,PGSC0003DMC400041850,0.0
Soltu.DM.11G004050.1,PGSC0003DMC400028269,0.0
Soltu.DM.09G001340.1,PGSC0003DMC400003869,0.0
Soltu.DM.07G002340.2,PGSC0003DMC400019378,0.0
Soltu.DM.11G015170.1,PGSC0003DMC400003898,0.0
Soltu.DM.05G022810.1,PGSC0003DMC400047242,0.0
Soltu.DM.01G002000.1,PGSC0003DMC400002995 Peptide transporter,2e-24
Soltu.DM.12G028330.1,PGSC0003DMC400013854,0.0
Soltu.DM.08G021350.7,PGSC0003DMC400032172,0.0
Soltu.DM.04G034770.1,PGSC0003DMC400029519,0.0
Soltu.DM.01G011080.1,PGSC0003DMC400059050,1e-141
Soltu.DM.01G047560.1,PGSC0003DMC400044685,0.0
Soltu.DM.03G035130.1,PGSC0003DMC400030757,8e-11
Soltu.DM.04G025340.2,PGSC0003DMC400061459,0.0
Soltu.DM.05G001680.1,PGSC0003DMC400013331,0.0
Soltu.DM.01G037800.1,PGSC0003DMC400038931,0.0
Soltu.DM.03G031930.1,PGSC0003DMC400050408,0.0
Soltu.DM.09G020470.1,PGSC0003DMC400033592,0.0
Soltu.DM.03G036820.1,PGSC0003DMC400060076,0.0
Soltu.DM.06G030760.3,PGSC0003DMC400013294,0.0
Soltu.DM.10G017270.1,PGSC0003DMC400020375,1e-154
Soltu.DM.09G010530.1,PGSC0003DMC400029738,0.0
Soltu.DM.02G016280.1,PGSC0003DMC400061187,1e-08
Soltu.DM.02G024700.2,PGSC0003DMC400006283,0.0
Soltu.DM.01G009770.1,PGSC0003DMC400066364,0.0
Soltu.DM.12G006680.1,PGSC0003DMC400060393,0.0
Soltu.DM.02G033900.2,PGSC0003DMC400035225,0.0
Soltu.DM.12G025170.1,PGSC0003DMC400000735,1e-97
Soltu.DM.02G008030.1,PGSC0003DMC400062250,1e-122
Soltu.DM.04G013770.1,PGSC0003DMC400063696,0.0
Soltu.DM.08G007610.1,PGSC0003DMC400063841,8e-56
Soltu.DM.04G027890.1,PGSC0003DMC400024778,1e-39
Soltu.DM.01G001180.1,PGSC0003DMC400026456,2e-08
Soltu.DM.09G008800.1,,Error
Soltu.DM.10G016320.1,,Error
Soltu.DM.04G020910.2,PGSC0003DMC400018603,0.0
Soltu.DM.12G018630.1,PGSC0003DMC400064444,0.0
Soltu.DM.08G004100.1,PGSC0003DMC400067190,1e-179
Soltu.DM.10G008510.1,PGSC0003DMC400068293,5e-26
Soltu.DM.05G000540.1,PGSC0003DMC400049244,1e-123
Soltu.DM.06G016840.1,PGSC0003DMC400034353 Conserved gene of unknown function,0.0
Soltu.DM.06G014040.1,PGSC0003DMC400009652,0.0
Soltu.DM.01G043910.1,PGSC0003DMC400007158,5e-88
Soltu.DM.01G024080.1,PGSC0003DMC400055896,0.0
Soltu.DM.11G020250.1,PGSC0003DMC400068515,1e-95
Soltu.DM.06G005870.1,PGSC0003DMC400059921,1e-159
Soltu.DM.09G017190.1,PGSC0003DMC400056715,0.0
Soltu.DM.03G020050.1,PGSC0003DMC400007710,0.0
Soltu.DM.09G031730.1,PGSC0003DMC400037451,0.0
Soltu.DM.07G019150.1,PGSC0003DMC400032013,0.0
Soltu.DM.09G001180.1,PGSC0003DMC400035380,1e-155
Soltu.DM.01G031860.1,PGSC0003DMC400045023,0.0
Soltu.DM.07G024630.2,PGSC0003DMC400060168,8e-35
Soltu.DM.01G044110.1,PGSC0003DMC400051859 Clathrin assembly protein,0.0
Soltu.DM.01G045550.1,PGSC0003DMC400018878,0.0
Soltu.DM.09G007820.1,PGSC0003DMC400056866,5e-24
Soltu.DM.05G020730.2,PGSC0003DMC400012435,0.0
Soltu.DM.05G011790.1,PGSC0003DMC400050686,0.0
Soltu.DM.10G020040.1,PGSC0003DMC400033344,0.0
Soltu.DM.09G022530.1,PGSC0003DMC400006786,0.0
Soltu.DM.03G000330.1,PGSC0003DMC400023782,0.0
Soltu.DM.08G001540.1,PGSC0003DMC400050915,1e-125
Soltu.DM.05G013900.1,,Error
Soltu.DM.03G024060.1,PGSC0003DMC400026674,0.0
Soltu.DM.03G030220.1,PGSC0003DMC400033950,1e-139
Soltu.DM.09G002180.1,PGSC0003DMC400015676 Metallothionein,1e-139
Soltu.DM.06G016080.1,PGSC0003DMC400044939,3e-11
Soltu.DM.07G012420.1,PGSC0003DMC400056167,0.0
Soltu.DM.06G011330.1,,Error
Soltu.DM.02G019110.1,PGSC0003DMC400038708,1e-144
Soltu.DM.07G026310.1,PGSC0003DMC400038462,0.0
Soltu.DM.03G021950.2,PGSC0003DMC400032263,0.0
Soltu.DM.04G009070.1,PGSC0003DMC400026544,0.0
Soltu.DM.08G027590.1,PGSC0003DMC400021612,0.0
Soltu.DM.06G022960.1,PGSC0003DMC400028846,0.0
Soltu.DM.01G031980.2,PGSC0003DMC400022635,0.0
Soltu.DM.02G002520.1,,Error
Soltu.DM.05G020280.3,PGSC0003DMC400000499,1e-158
Soltu.DM.01G009390.1,PGSC0003DMC400001650,0.0
Soltu.DM.02G012900.2,PGSC0003DMC400036609,0.0
Soltu.DM.12G027320.1,PGSC0003DMC400013800,0.0
Soltu.DM.11G022610.1,PGSC0003DMC400014268 Nucleic acid binding protein,0.0
Soltu.DM.11G021850.3,PGSC0003DMC400045760,0.0
Soltu.DM.05G008150.1,PGSC0003DMC400067536,0.0
Soltu.DM.04G018220.1,PGSC0003DMC400009479,1e-119
Soltu.DM.01G034570.4,PGSC0003DMC400000201,0.0
Soltu.DM.03G026670.1,PGSC0003DMC400022598,0.0
Soltu.DM.02G005380.1,PGSC0003DMC400015239,0.0
Soltu.DM.01G032380.1,PGSC0003DMC400048301,0.0
Soltu.DM.08G010060.1,PGSC0003DMC400052087,0.0
Soltu.DM.08G013230.1,PGSC0003DMC400014432,0.0
Soltu.DM.02G018720.1,PGSC0003DMC400038733,0.0
Soltu.DM.06G020430.2,PGSC0003DMC400045297,2e-78
Soltu.DM.12G030000.3,PGSC0003DMC400026963 Bromodomain-containing protein,0.0
Soltu.DM.12G003810.1,PGSC0003DMC400050960,0.0
Soltu.DM.12G016090.3,,Error
Soltu.DM.04G018880.1,PGSC0003DMC400048507,6e-18
Soltu.DM.02G026790.1,PGSC0003DMC400053397,0.0
Soltu.DM.08G010170.1,PGSC0003DMC400022514,3e-93
Soltu.DM.03G017980.1,PGSC0003DMC400027705,0.0
Soltu.DM.01G010350.1,PGSC0003DMC400009405,2e-68
Soltu.DM.09G015370.1,PGSC0003DMC400048147,9e-50
Soltu.DM.01G028170.1,PGSC0003DMC400011205,0.0
Soltu.DM.01G023800.1,PGSC0003DMC400007747,0.0
Soltu.DM.03G004710.1,PGSC0003DMC400066641,1e-09
Soltu.DM.10G003000.1,PGSC0003DMC400036845,0.0
Soltu.DM.03G020790.1,PGSC0003DMC400005703,0.0
Soltu.DM.06G001670.1,PGSC0003DMC400061731,0.0
Soltu.DM.03G022910.1,PGSC0003DMC400016019,0.0
Soltu.DM.12G001830.1,PGSC0003DMC400008158,0.0
Soltu.DM.02G013730.1,PGSC0003DMC400014541,0.0
Soltu.DM.01G031220.6,PGSC0003DMC400045068,0.0
Soltu.DM.12G000640.1,PGSC0003DMC400041228,0.0
Soltu.DM.07G021360.1,PGSC0003DMC400030272,0.0
Soltu.DM.09G010860.1,PGSC0003DMC400068429,3e-11
Soltu.DM.03G023470.1,PGSC0003DMC400016806,0.0
Soltu.DM.12G023860.2,PGSC0003DMC400050192,0.0
Soltu.DM.04G003300.1,PGSC0003DMC400051356,0.0
Soltu.DM.02G002970.1,PGSC0003DMC400066662,9e-23
Soltu.DM.01G039320.1,PGSC0003DMC400042887,0.0
Soltu.DM.02G021840.4,PGSC0003DMC400012969,0.0
Soltu.DM.02G019200.1,PGSC0003DMC400056963,0.0
Soltu.DM.06G026980.2,PGSC0003DMC400047014,0.0
Soltu.DM.06G026680.2,PGSC0003DMC400047049,0.0
Soltu.DM.11G022680.1,PGSC0003DMC400014261,0.0
Soltu.DM.02G017910.2,PGSC0003DMC400038793,0.0
Soltu.DM.06G029070.2,PGSC0003DMC400010493,1e-168
Soltu.DM.03G020020.1,PGSC0003DMC400007710,0.0
Soltu.DM.09G021100.1,PGSC0003DMC400017152,0.0
Soltu.DM.04G028230.1,PGSC0003DMC400054269,0.0
Soltu.DM.10G024460.2,PGSC0003DMC400049173,0.0
Soltu.DM.03G018260.1,PGSC0003DMC400017920,1e-78
Soltu.DM.02G029240.1,PGSC0003DMC400017809,0.0
Soltu.DM.03G003180.1,PGSC0003DMC400032559,0.0
Soltu.DM.09G010690.1,PGSC0003DMC400065674,0.0
Soltu.DM.11G022170.1,PGSC0003DMC400034082,0.0
Soltu.DM.12G013570.1,PGSC0003DMC400060066,4e-98
Soltu.DM.05G009760.6,PGSC0003DMC400032441,0.0
Soltu.DM.09G009640.1,PGSC0003DMC400051703,1e-18
Soltu.DM.01G051260.2,PGSC0003DMC400010939,0.0
Soltu.DM.03G001850.2,PGSC0003DMC400007778,0.0
Soltu.DM.01G011180.1,PGSC0003DMC400058256,6e-79
Soltu.DM.07G027040.1,PGSC0003DMC400038388,0.0
Soltu.DM.12G024620.1,PGSC0003DMC400035944,1e-123
Soltu.DM.06G009750.5,PGSC0003DMC400027410,0.0
Soltu.DM.06G012420.1,PGSC0003DMC400037417,0.0
Soltu.DM.01G049490.1,PGSC0003DMC400001390,0.0
Soltu.DM.03G017920.1,PGSC0003DMC400027695,0.0
Soltu.DM.01G009650.1,PGSC0003DMC400063499,0.0
Soltu.DM.04G004040.1,PGSC0003DMC400051284,0.0
Soltu.DM.12G008460.1,PGSC0003DMC400031217,2e-67
Soltu.DM.06G019130.1,PGSC0003DMC400035555 ATP binding protein,0.0
Soltu.DM.01G028520.2,PGSC0003DMC400050504,0.0
Soltu.DM.04G015170.1,PGSC0003DMC400036327,0.0
Soltu.DM.07G010350.3,PGSC0003DMC400020691,4e-48
Soltu.DM.07G015810.1,PGSC0003DMC400010864,0.0
Soltu.DM.06G017050.2,,Error
Soltu.DM.04G028360.1,PGSC0003DMC400067490,0.0
Soltu.DM.03G028860.1,PGSC0003DMC400042616,0.0
Soltu.DM.11G010610.2,PGSC0003DMC400048314,0.0
Soltu.DM.03G023870.1,PGSC0003DMC400026693,0.0
Soltu.DM.02G007370.5,PGSC0003DMC400018366,0.0
Soltu.DM.03G022630.3,PGSC0003DMC400016051,1e-149
Soltu.DM.04G037980.1,PGSC0003DMC400017515,0.0
Soltu.DM.02G026970.1,PGSC0003DMC400053318,0.0
Soltu.DM.09G025160.1,PGSC0003DMC400052541,0.0
Soltu.DM.03G003870.1,PGSC0003DMC400065335,1e-115
Soltu.DM.02G024720.1,PGSC0003DMC400006282,0.0
Soltu.DM.09G028520.1,PGSC0003DMC400051654,0.0
Soltu.DM.07G024880.4,PGSC0003DMC400033449,0.0
Soltu.DM.07G002110.3,PGSC0003DMC400032650,0.0
Soltu.DM.05G005470.2,PGSC0003DMC400054471,0.0
Soltu.DM.10G004990.3,PGSC0003DMC400039549,0.0
Soltu.DM.11G022870.1,PGSC0003DMC400014237,0.0
Soltu.DM.10G007570.1,PGSC0003DMC400059861,0.0
Soltu.DM.06G023160.1,PGSC0003DMC400038192,3e-08
Soltu.DM.11G000690.1,PGSC0003DMC400023481,0.0
Soltu.DM.07G014170.1,PGSC0003DMC400020835,0.0
Soltu.DM.01G045370.1,PGSC0003DMC400009104,1e-20
Soltu.DM.08G023770.1,PGSC0003DMC400045550,0.0
Soltu.DM.12G004960.2,PGSC0003DMC400051223,0.0
Soltu.DM.01G013650.1,PGSC0003DMC400024346,4e-22
Soltu.DM.10G029660.3,PGSC0003DMC400014698,0.0
Soltu.DM.09G005140.5,PGSC0003DMC400006933 PGPD14,0.0
Soltu.DM.06G017670.1,PGSC0003DMC400030708,0.0
Soltu.DM.09G023650.1,PGSC0003DMC400055069,0.0
Soltu.DM.07G021120.1,PGSC0003DMC400049449,9e-19
Soltu.DM.11G006820.1,PGSC0003DMC400002306,0.0
Soltu.DM.08G025200.1,PGSC0003DMC400065191,0.0
Soltu.DM.08G008590.1,PGSC0003DMC400004081,0.0
Soltu.DM.09G020600.1,PGSC0003DMC400033528,0.0
Soltu.DM.01G049110.1,PGSC0003DMC400043731,0.0
Soltu.DM.08G008070.1,PGSC0003DMC400027597,0.0
Soltu.DM.12G020850.1,,Error
Soltu.DM.03G020310.1,PGSC0003DMC400046021,0.0
Soltu.DM.10G015520.3,PGSC0003DMC400014509,0.0
Soltu.DM.03G023420.1,,Error
Soltu.DM.01G017990.1,PGSC0003DMC400052223,1e-113
Soltu.DM.08G000960.1,PGSC0003DMC400024061,0.0
Soltu.DM.05G020180.1,PGSC0003DMC400012421,0.0
Soltu.DM.09G015950.1,PGSC0003DMC400062777,0.0
Soltu.DM.12G025980.1,PGSC0003DMC400000642,0.0
Soltu.DM.01G034740.1,PGSC0003DMC400058080,0.0
Soltu.DM.08G003970.1,,Error
Soltu.DM.02G011000.1,PGSC0003DMC400016637,0.0
Soltu.DM.01G021510.2,PGSC0003DMC400020092,5e-44
Soltu.DM.02G031120.1,PGSC0003DMC400002610,0.0
Soltu.DM.09G007510.1,PGSC0003DMC400055737,0.0
Soltu.DM.04G024980.1,PGSC0003DMC400031404,0.0
Soltu.DM.07G028310.2,PGSC0003DMC400038260,0.0
Soltu.DM.07G002630.1,PGSC0003DMC400053457,0.0
Soltu.DM.05G000440.1,PGSC0003DMC400049255,0.0
Soltu.DM.08G020450.1,PGSC0003DMC400013477,0.0
Soltu.DM.09G020880.1,PGSC0003DMC400025927,2e-52
Soltu.DM.10G027030.2,PGSC0003DMC400040960,0.0
Soltu.DM.08G010160.1,PGSC0003DMC400022811,7e-19
Soltu.DM.05G000600.1,PGSC0003DMC400049366,0.0
Soltu.DM.12G001610.2,PGSC0003DMC400008334,0.0
Soltu.DM.04G002750.1,PGSC0003DMC400040203,0.0
Soltu.DM.12G027470.1,PGSC0003DMC400013923,0.0
Soltu.DM.06G014330.1,PGSC0003DMC400028554,0.0
Soltu.DM.09G012800.3,PGSC0003DMC400031290,0.0
Soltu.DM.12G010690.1,PGSC0003DMC400049847,0.0
Soltu.DM.06G006220.1,PGSC0003DMC400009794,0.0
Soltu.DM.02G003760.1,PGSC0003DMC400023177,0.0
Soltu.DM.04G031020.2,PGSC0003DMC400016496,0.0
Soltu.DM.03G016260.2,,Error
Soltu.DM.11G016910.4,PGSC0003DMC400039767,0.0
Soltu.DM.04G017090.1,,Error
Soltu.DM.03G023700.1,PGSC0003DMC400026806,0.0
Soltu.DM.02G011170.1,PGSC0003DMC400016681,0.0
Soltu.DM.01G047750.2,PGSC0003DMC400044717,0.0
Soltu.DM.12G027390.1,PGSC0003DMC400058855,0.0
Soltu.DM.02G031100.1,PGSC0003DMC400002612,0.0
Soltu.DM.02G023070.1,PGSC0003DMC400002775,0.0
Soltu.DM.06G011820.1,,Error
Soltu.DM.07G011920.1,PGSC0003DMC400055690,0.0
Soltu.DM.07G020610.3,PGSC0003DMC400035487,0.0
Soltu.DM.12G020750.2,PGSC0003DMC400050176,4e-13
Soltu.DM.12G007550.1,PGSC0003DMC400032777,0.0
Soltu.DM.08G008980.1,PGSC0003DMC400067479,1e-115
Soltu.DM.09G020550.2,PGSC0003DMC400033533,0.0
Soltu.DM.04G006430.1,PGSC0003DMC400040253,0.0
Soltu.DM.09G026790.2,PGSC0003DMC400030092,0.0
Soltu.DM.10G011030.1,,Error
Soltu.DM.10G028940.1,PGSC0003DMC400004372,0.0
Soltu.DM.01G025370.1,PGSC0003DMC400009262,0.0
Soltu.DM.09G001600.1,PGSC0003DMC400041967,0.0
Soltu.DM.11G019760.5,PGSC0003DMC400055979,0.0
Soltu.DM.09G027270.1,PGSC0003DMC400068012,0.0
Soltu.DM.01G015840.1,PGSC0003DMC400031478,0.0
Soltu.DM.01G038270.1,PGSC0003DMC400049782,0.0
Soltu.DM.07G000610.1,PGSC0003DMC400019770,0.0
Soltu.DM.12G027570.1,PGSC0003DMC400013914,0.0
Soltu.DM.01G021160.1,PGSC0003DMC400060099,6e-29
Soltu.DM.03G022810.2,PGSC0003DMC400016029,0.0
Soltu.DM.06G002040.1,PGSC0003DMC400006761,2e-65
Soltu.DM.07G025390.1,,Error
Soltu.DM.09G025350.1,PGSC0003DMC400010848,0.0
Soltu.DM.06G025610.1,,Error
Soltu.DM.01G034350.1,PGSC0003DMC400000174,0.0
Soltu.DM.06G019390.1,PGSC0003DMC400035579,1e-156
Soltu.DM.02G022300.1,PGSC0003DMC400024140,0.0
Soltu.DM.06G012370.1,PGSC0003DMC400047446,5e-46
Soltu.DM.01G015460.1,,Error
Soltu.DM.07G026590.1,PGSC0003DMC400038646,0.0
Soltu.DM.11G013510.1,PGSC0003DMC400028501,2e-22
Soltu.DM.04G025940.1,,Error
Soltu.DM.06G034470.1,PGSC0003DMC400034951,0.0
Soltu.DM.01G031080.1,,Error
Soltu.DM.10G024150.1,PGSC0003DMC400018485,0.0
Soltu.DM.01G030290.1,PGSC0003DMC400040173,1e-150
Soltu.DM.11G003330.1,PGSC0003DMC400028328,0.0
Soltu.DM.04G021620.1,PGSC0003DMC400035835,0.0
Soltu.DM.05G011060.1,,Error
Soltu.DM.11G018170.2,,Error
Soltu.DM.02G032420.1,PGSC0003DMC400002326,2e-47
Soltu.DM.06G027260.1,PGSC0003DMC400046819,0.0
Soltu.DM.08G026240.1,PGSC0003DMC400007023,0.0
Soltu.DM.S000820.1,,Error
Soltu.DM.01G039080.1,PGSC0003DMC400042749,0.0
Soltu.DM.12G010270.1,PGSC0003DMC400045955,0.0
Soltu.DM.03G002180.1,PGSC0003DMC400046630,0.0
Soltu.DM.08G024010.1,PGSC0003DMC400045568,0.0
Soltu.DM.10G021580.1,PGSC0003DMC400019328,0.0
Soltu.DM.S002630.1,,Error
Soltu.DM.11G019380.1,,Error
Soltu.DM.05G000390.1,PGSC0003DMC400049265,0.0
Soltu.DM.03G027110.1,PGSC0003DMC400043969,0.0
Soltu.DM.03G026640.1,PGSC0003DMC400065825,0.0
Soltu.DM.01G034320.1,PGSC0003DMC400000428,0.0
Soltu.DM.09G004720.1,PGSC0003DMC400022997,0.0
Soltu.DM.05G026940.2,,Error
Soltu.DM.08G004070.1,PGSC0003DMC400037947,1e-14
Soltu.DM.01G027240.1,,Error
Soltu.DM.02G002240.1,PGSC0003DMC400022514,1e-157
Soltu.DM.08G016770.1,PGSC0003DMC400025938,1e-158
Soltu.DM.12G025260.1,PGSC0003DMC400000727,0.0
Soltu.DM.12G000560.2,PGSC0003DMC400041255,0.0
Soltu.DM.06G001550.1,PGSC0003DMC400054746,0.0
Soltu.DM.03G021050.1,PGSC0003DMC400001084,0.0
Soltu.DM.10G030030.1,PGSC0003DMC400012730,0.0
Soltu.DM.03G007240.7,PGSC0003DMC400007869,0.0
Soltu.DM.07G012530.1,,Error
Soltu.DM.01G027330.2,PGSC0003DMC400012033,0.0
Soltu.DM.04G016690.1,PGSC0003DMC400029923,5e-15
Soltu.DM.01G004310.1,PGSC0003DMC400036510,1e-157
Soltu.DM.03G037020.1,PGSC0003DMC400039683,0.0
Soltu.DM.11G022380.1,PGSC0003DMC400034121,0.0
Soltu.DM.05G021870.1,PGSC0003DMC400037819,0.0
Soltu.DM.10G017400.1,PGSC0003DMC400031227,5e-57
Soltu.DM.05G019500.1,PGSC0003DMC400037524,3e-30
Soltu.DM.03G021410.1,PGSC0003DMC400001168,0.0
Soltu.DM.12G000540.1,PGSC0003DMC400041252,0.0
Soltu.DM.12G007450.1,PGSC0003DMC400040150,0.0
Soltu.DM.03G003720.1,PGSC0003DMC400039065,0.0
Soltu.DM.01G011540.1,PGSC0003DMC400065796,0.0
Soltu.DM.09G015090.1,PGSC0003DMC400044090,1e-120
Soltu.DM.02G010270.1,PGSC0003DMC400062972,0.0
Soltu.DM.04G016330.1,PGSC0003DMC400039884,1e-84
Soltu.DM.11G003350.2,PGSC0003DMC400028329,0.0
Soltu.DM.01G015550.1,,Error
Soltu.DM.06G003330.1,PGSC0003DMC400034626,2e-94
Soltu.DM.01G040950.1,PGSC0003DMC400031782,0.0
Soltu.DM.01G023290.1,,Error
Soltu.DM.09G008630.1,PGSC0003DMC400011115,0.0
Soltu.DM.12G015100.2,PGSC0003DMC400015461,0.0
Soltu.DM.11G025290.1,,Error
Soltu.DM.04G004700.1,PGSC0003DMC400043889,0.0
Soltu.DM.12G025190.1,PGSC0003DMC400000732,0.0
Soltu.DM.04G003590.1,PGSC0003DMC400051396,1e-144
Soltu.DM.07G008890.1,PGSC0003DMC400021150,1e-61
Soltu.DM.02G034680.3,PGSC0003DMC400035044,0.0
Soltu.DM.01G002710.1,PGSC0003DMC400037030,0.0
Soltu.DM.01G051580.3,,Error
Soltu.DM.05G007980.2,PGSC0003DMC400007356,0.0
Soltu.DM.09G026630.1,PGSC0003DMC400029992,0.0
Soltu.DM.07G026240.3,PGSC0003DMC400038688,0.0
Soltu.DM.04G029240.1,PGSC0003DMC400016791,0.0
Soltu.DM.09G013030.2,,Error
Soltu.DM.03G025320.1,PGSC0003DMC400026582,0.0
Soltu.DM.01G047450.1,PGSC0003DMC400044910,0.0
Soltu.DM.11G000890.1,PGSC0003DMC400023466,0.0
Soltu.DM.07G005240.1,PGSC0003DMC400014969,0.0
Soltu.DM.07G010730.1,PGSC0003DMC400038946,9e-35
Soltu.DM.04G003950.1,,Error
Soltu.DM.07G012580.1,PGSC0003DMC400023039,0.0
Soltu.DM.02G014170.2,PGSC0003DMC400005538,1e-111
Soltu.DM.05G008430.1,PGSC0003DMC400053985,0.0
Soltu.DM.02G023720.1,PGSC0003DMC400006375,0.0
Soltu.DM.09G006020.2,PGSC0003DMC400003139,1e-168
Soltu.DM.07G022040.1,PGSC0003DMC400030313,0.0
Soltu.DM.12G014300.1,PGSC0003DMC400056975 Integrase core domain containing protein,0.0
Soltu.DM.01G019480.1,PGSC0003DMC400062909,1e-119
Soltu.DM.04G031240.3,PGSC0003DMC400015296,0.0
Soltu.DM.03G017610.1,PGSC0003DMC400025185,0.0
Soltu.DM.05G010810.3,PGSC0003DMC400030465,0.0
Soltu.DM.07G014300.2,PGSC0003DMC400027897,0.0
Soltu.DM.10G009010.1,PGSC0003DMC400020853,0.0
